,ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm,count,gp_cumsum,avg_gp,minutes_cumsum,avg_minutes,pts_cumsum,avg_pts,oreb_cumsum,avg_oreb,dreb_cumsum,avg_dreb,reb_cumsum,avg_reb,asts_cumsum,avg_asts,stl_cumsum,avg_stl,blk_cumsum,avg_blk,turnover_cumsum,avg_turnover,pf_cumsum,avg_pf,fga_cumsum,avg_fga,fgm_cumsum,avg_fgm,fta_cumsum,avg_fta,ftm_cumsum,avg_ftm,tpa_cumsum,avg_tpa,tpm_cumsum,avg_tpm
14206,RENCHTE01,1995,Terrence,Rencher,PHO,N,2,4.0,1.5,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.5,0.5,0.0,0.0,1,2,2.0,4.0,4.0,1.5,1.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,0.5,0.5,0.0,0.0,0.0,0.0
14205,RENCHTE01,1995,Terrence,Rencher,TOT,N,36,11.25,2.94,0.25,0.97,1.22,1.5,0.44,0.06,1.19,1.03,2.78,0.92,1.28,0.86,0.81,0.25,2,38,19.0,15.25,7.625,4.4399999999999995,2.2199999999999998,0.25,0.125,1.97,0.985,2.2199999999999998,1.1099999999999999,1.5,0.75,0.44,0.22,0.56,0.28,2.19,1.095,1.53,0.765,3.28,1.64,1.42,0.71,2.7800000000000002,1.3900000000000001,1.3599999999999999,0.6799999999999999,0.81,0.405,0.25,0.125
14204,REIDJR01,1995,J.r.,Reid,NYK,N,33,20.3,6.64,1.15,2.85,4.0,0.85,0.55,0.21,0.91,2.7,4.85,2.67,1.67,1.3,0.0,0.0,1,33,33.0,20.3,20.3,6.64,6.64,1.15,1.15,2.85,2.85,4.0,4.0,0.85,0.85,0.55,0.55,0.21,0.21,0.91,0.91,2.7,2.7,4.85,4.85,2.67,2.67,1.67,1.67,1.3,1.3,0.0,0.0,0.0,0.0
14203,REIDJR01,1995,J.r.,Reid,TOT,N,65,20.2,6.57,1.12,2.8,3.92,0.65,0.66,0.26,1.22,2.88,4.98,2.46,2.18,1.65,0.02,0.0,2,98,49.0,40.5,20.25,13.21,6.605,2.27,1.135,5.65,2.825,7.92,3.96,1.5,0.75,1.21,0.605,0.47,0.235,2.13,1.065,5.58,2.79,9.83,4.915,5.13,2.565,3.85,1.925,2.95,1.475,0.02,0.01,0.0,0.0
14202,REIDJR01,1995,J.r.,Reid,SAS,N,32,20.09,6.5,1.09,2.75,3.84,0.44,0.78,0.31,1.53,3.06,5.12,2.25,2.72,2.0,0.03,0.0,3,130,43.333333333333336,60.59,20.19666666666667,19.71,6.57,3.3600000000000003,1.12,8.4,2.8000000000000003,11.76,3.92,1.94,0.6466666666666666,1.9900000000000002,0.6633333333333334,0.78,0.26,3.66,1.22,8.64,2.8800000000000003,14.95,4.983333333333333,7.38,2.46,6.57,2.19,4.95,1.6500000000000001,0.05,0.016666666666666666,0.0,0.0
14201,REIDDO01,1995,Don,Reid,DET,N,69,14.45,3.81,1.13,1.81,2.94,0.16,0.68,0.58,0.59,2.88,2.71,1.54,1.12,0.74,0.0,0.0,1,69,69.0,14.45,14.45,3.81,3.81,1.13,1.13,1.81,1.81,2.94,2.94,0.16,0.16,0.68,0.68,0.58,0.58,0.59,0.59,2.88,2.88,2.71,2.71,1.54,1.54,1.12,1.12,0.74,0.74,0.0,0.0,0.0,0.0
14200,REEVEKH01,1995,Khalid,Reeves,NJN,N,31,13.39,3.77,0.23,1.03,1.26,1.48,0.68,0.06,1.06,2.23,3.52,1.32,1.0,0.58,1.77,0.55,1,31,31.0,13.39,13.39,3.77,3.77,0.23,0.23,1.03,1.03,1.26,1.26,1.48,1.48,0.68,0.68,0.06,0.06,1.06,1.06,2.23,2.23,3.52,3.52,1.32,1.32,1.0,1.0,0.58,0.58,1.77,1.77,0.55,0.55
14199,REEVEKH01,1995,Khalid,Reeves,CHA,N,20,20.9,8.1,0.55,1.45,2.0,3.6,0.8,0.05,1.5,2.3,5.9,2.7,2.55,2.15,1.8,0.55,2,51,25.5,34.29,17.145,11.87,5.935,0.78,0.39,2.48,1.24,3.26,1.63,5.08,2.54,1.48,0.74,0.11,0.055,2.56,1.28,4.529999999999999,2.2649999999999997,9.42,4.71,4.0200000000000005,2.0100000000000002,3.55,1.775,2.73,1.365,3.5700000000000003,1.7850000000000001,1.1,0.55
14198,REEVEKH01,1995,Khalid,Reeves,TOT,N,51,16.33,5.47,0.35,1.2,1.55,2.31,0.73,0.06,1.24,2.25,4.45,1.86,1.61,1.2,1.78,0.55,3,102,34.0,50.62,16.87333333333333,17.34,5.78,1.13,0.37666666666666665,3.6799999999999997,1.2266666666666666,4.8100000000000005,1.6033333333333335,7.390000000000001,2.4633333333333334,2.21,0.7366666666666667,0.16999999999999998,0.056666666666666664,3.8,1.2666666666666666,6.779999999999999,2.26,13.870000000000001,4.623333333333334,5.880000000000001,1.9600000000000002,5.16,1.72,3.9299999999999997,1.3099999999999998,5.35,1.7833333333333332,1.6500000000000001,0.55
14197,REEVEBR01,1995,Bryant,Reeves,VAN,N,77,31.95,13.26,2.31,5.09,7.4,1.42,0.56,0.71,2.04,2.94,11.39,5.21,3.88,2.84,0.04,0.0,1,77,77.0,31.95,31.95,13.26,13.26,2.31,2.31,5.09,5.09,7.4,7.4,1.42,1.42,0.56,0.56,0.71,0.71,2.04,2.04,2.94,2.94,11.39,11.39,5.21,5.21,3.88,3.88,2.84,2.84,0.04,0.04,0.0,0.0
14196,RECASEL01,1995,Eldridge,Recasner,HOU,N,63,20.24,6.92,0.49,1.79,2.29,2.7,0.37,0.08,0.97,1.76,5.7,2.37,1.05,0.9,3.03,1.29,1,63,63.0,20.24,20.24,6.92,6.92,0.49,0.49,1.79,1.79,2.29,2.29,2.7,2.7,0.37,0.37,0.08,0.08,0.97,0.97,1.76,1.76,5.7,5.7,2.37,2.37,1.05,1.05,0.9,0.9,3.03,3.03,1.29,1.29
14195,RATLITH01,1995,Theo,Ratliff,DET,N,75,17.4,4.55,1.47,2.49,3.96,0.17,0.21,1.55,0.75,1.92,3.07,1.71,1.6,1.13,0.01,0.0,1,75,75.0,17.4,17.4,4.55,4.55,1.47,1.47,2.49,2.49,3.96,3.96,0.17,0.17,0.21,0.21,1.55,1.55,0.75,0.75,1.92,1.92,3.07,3.07,1.71,1.71,1.6,1.6,1.13,1.13,0.01,0.01,0.0,0.0
14194,RADJADI01,1995,Dino,Radja,BOS,N,53,37.43,19.68,2.13,7.72,9.85,1.57,0.91,1.53,2.21,3.04,16.08,8.04,5.19,3.6,0.0,0.0,1,53,53.0,37.43,37.43,19.68,19.68,2.13,2.13,7.72,7.72,9.85,9.85,1.57,1.57,0.91,0.91,1.53,1.53,2.21,2.21,3.04,3.04,16.08,16.08,8.04,8.04,5.19,5.19,3.6,3.6,0.0,0.0,0.0,0.0
14193,PRITCKE01,1995,Kevin,Pritchard,WA1,N,2,11.0,3.5,0.0,1.0,1.0,3.5,1.0,0.0,0.0,1.5,1.5,1.0,1.5,1.0,0.5,0.5,1,2,2.0,11.0,11.0,3.5,3.5,0.0,0.0,1.0,1.0,1.0,1.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.0,1.0,1.5,1.5,1.0,1.0,0.5,0.5,0.5,0.5
14207,RENCHTE01,1995,Terrence,Rencher,MIA,N,34,11.68,3.03,0.26,0.97,1.24,1.59,0.47,0.03,1.21,1.06,2.91,0.94,1.26,0.88,0.85,0.26,3,72,24.0,26.93,8.976666666666667,7.47,2.4899999999999998,0.51,0.17,2.94,0.98,3.46,1.1533333333333333,3.09,1.03,0.9099999999999999,0.3033333333333333,0.59,0.19666666666666666,3.4,1.1333333333333333,2.59,0.8633333333333333,6.1899999999999995,2.063333333333333,2.36,0.7866666666666666,4.04,1.3466666666666667,2.24,0.7466666666666667,1.6600000000000001,0.5533333333333333,0.51,0.17
14223,ROBINRU01,1995,Rumeal,Robinson,POR,N,43,16.63,5.74,0.44,1.37,1.81,3.3,0.6,0.12,1.67,1.84,5.14,2.14,1.19,0.77,1.84,0.7,1,43,43.0,16.63,16.63,5.74,5.74,0.44,0.44,1.37,1.37,1.81,1.81,3.3,3.3,0.6,0.6,0.12,0.12,1.67,1.67,1.84,1.84,5.14,5.14,2.14,2.14,1.19,1.19,0.77,0.77,1.84,1.84,0.7,0.7
14157,OLAJUHA01,1995,Hakeem,Olajuwon,HOU,N,72,38.85,26.89,2.44,8.44,10.89,3.57,1.57,2.88,3.43,3.36,20.75,10.67,7.61,5.51,0.19,0.04,1,72,72.0,38.85,38.85,26.89,26.89,2.44,2.44,8.44,8.44,10.89,10.89,3.57,3.57,1.57,1.57,2.88,2.88,3.43,3.43,3.36,3.36,20.75,20.75,10.67,10.67,7.61,7.61,5.51,5.51,0.19,0.19,0.04,0.04
14155,OAKLECH01,1995,Charles,Oakley,NYK,N,53,33.49,11.4,3.06,5.62,8.68,2.58,1.09,0.26,1.96,3.68,8.45,3.98,3.96,3.3,0.49,0.13,1,53,53.0,33.49,33.49,11.4,11.4,3.06,3.06,5.62,5.62,8.68,8.68,2.58,2.58,1.09,1.09,0.26,0.26,1.96,1.96,3.68,3.68,8.45,8.45,3.98,3.98,3.96,3.96,3.3,3.3,0.49,0.49,0.13,0.13
14120,MCMILNA01,1995,Nate,Mcmillan,SEA,N,55,22.93,5.0,0.75,3.07,3.82,3.58,1.73,0.33,1.36,2.6,4.33,1.82,0.75,0.53,2.2,0.84,1,55,55.0,22.93,22.93,5.0,5.0,0.75,0.75,3.07,3.07,3.82,3.82,3.58,3.58,1.73,1.73,0.33,0.33,1.36,1.36,2.6,2.6,4.33,4.33,1.82,1.82,0.75,0.75,0.53,0.53,2.2,2.2,0.84,0.84
14119,MCKIEAA01,1995,Aaron,Mckie,POR,N,81,27.89,10.67,1.06,2.69,3.75,2.53,1.14,0.26,1.67,2.53,8.91,4.16,2.46,1.88,1.44,0.47,1,81,81.0,27.89,27.89,10.67,10.67,1.06,1.06,2.69,2.69,3.75,3.75,2.53,2.53,1.14,1.14,0.26,0.26,1.67,1.67,2.53,2.53,8.91,8.91,4.16,4.16,2.46,2.46,1.88,1.88,1.44,1.44,0.47,0.47
14118,MCKEYDE01,1995,Derrick,Mckey,IND,N,75,32.53,11.72,1.64,3.17,4.81,3.49,1.11,0.59,1.91,3.28,9.49,4.61,2.95,2.27,0.91,0.23,1,75,75.0,32.53,32.53,11.72,11.72,1.64,1.64,3.17,3.17,4.81,4.81,3.49,3.49,1.11,1.11,0.59,0.59,1.91,1.91,3.28,3.28,9.49,9.49,4.61,4.61,2.95,2.95,2.27,2.27,0.91,0.91,0.23,0.23
14117,MCILVJI01,1995,Jim,Mcilvaine,WA1,N,80,14.94,2.28,0.82,2.05,2.88,0.14,0.26,2.09,0.45,2.14,1.81,0.78,1.31,0.72,0.0,0.0,1,80,80.0,14.94,14.94,2.28,2.28,0.82,0.82,2.05,2.05,2.88,2.88,0.14,0.14,0.26,0.26,2.09,2.09,0.45,0.45,2.14,2.14,1.81,1.81,0.78,0.78,1.31,1.31,0.72,0.72,0.0,0.0,0.0,0.0
14116,MCDYEAN01,1995,Antonio,Mcdyess,DEN,N,76,30.0,13.42,3.01,4.51,7.53,0.99,0.71,1.5,2.03,3.29,11.59,5.62,3.2,2.18,0.05,0.0,1,76,76.0,30.0,30.0,13.42,13.42,3.01,3.01,4.51,4.51,7.53,7.53,0.99,0.99,0.71,0.71,1.5,1.5,2.03,2.03,3.29,3.29,11.59,11.59,5.62,5.62,3.2,3.2,2.18,2.18,0.05,0.05,0.0,0.0
14115,MCDANCL01,1995,Clint,Mcdaniel,SAC,N,12,5.92,2.5,0.25,0.58,0.83,0.58,0.42,0.0,0.17,0.83,1.92,0.67,1.33,1.0,0.5,0.17,1,12,12.0,5.92,5.92,2.5,2.5,0.25,0.25,0.58,0.58,0.83,0.83,0.58,0.58,0.42,0.42,0.0,0.0,0.17,0.17,0.83,0.83,1.92,1.92,0.67,0.67,1.33,1.33,1.0,1.0,0.5,0.5,0.17,0.17
14114,MCCLOGE01,1995,George,Mccloud,DAL,N,79,36.03,18.95,1.47,3.33,4.8,2.68,1.43,0.48,2.1,2.68,16.22,6.71,2.84,2.28,8.58,3.25,1,79,79.0,36.03,36.03,18.95,18.95,1.47,1.47,3.33,3.33,4.8,4.8,2.68,2.68,1.43,1.43,0.48,0.48,2.1,2.1,2.68,2.68,16.22,16.22,6.71,6.71,2.84,2.84,2.28,2.28,8.58,8.58,3.25,3.25
14113,MCCANBO01,1995,Bob,Mccann,WA1,N,62,10.53,3.03,0.74,1.56,2.31,0.39,0.34,0.23,0.68,1.87,2.47,1.23,1.19,0.56,0.03,0.02,1,62,62.0,10.53,10.53,3.03,3.03,0.74,0.74,1.56,1.56,2.31,2.31,0.39,0.39,0.34,0.34,0.23,0.23,0.68,0.68,1.87,1.87,2.47,2.47,1.23,1.23,1.19,1.19,0.56,0.56,0.03,0.03,0.02,0.02
14112,MAYBELE01,1995,Lee,Mayberry,MIL,N,82,20.79,5.15,0.26,0.84,1.1,3.68,0.78,0.12,1.09,1.74,4.44,1.87,0.83,0.5,2.3,0.91,1,82,82.0,20.79,20.79,5.15,5.15,0.26,0.26,0.84,0.84,1.1,1.1,3.68,3.68,0.78,0.78,0.12,0.12,1.09,1.09,1.74,1.74,4.44,4.44,1.87,1.87,0.83,0.83,0.5,0.5,2.3,2.3,0.91,0.91
14111,MAXWEVE01,1995,Vernon,Maxwell,PHI,N,75,32.89,16.23,0.52,2.53,3.05,4.4,1.28,0.16,2.87,2.43,14.03,5.47,4.43,3.35,6.13,1.95,1,75,75.0,32.89,32.89,16.23,16.23,0.52,0.52,2.53,2.53,3.05,3.05,4.4,4.4,1.28,1.28,0.16,0.16,2.87,2.87,2.43,2.43,14.03,14.03,5.47,5.47,4.43,4.43,3.35,3.35,6.13,6.13,1.95,1.95
14110,MASSETO01,1995,Tony,Massenburg,PHI,N,30,26.8,9.87,2.5,3.7,6.2,0.4,0.5,0.37,1.27,2.43,7.87,3.8,3.07,2.27,0.1,0.0,1,30,30.0,26.8,26.8,9.87,9.87,2.5,2.5,3.7,3.7,6.2,6.2,0.4,0.4,0.5,0.5,0.37,0.37,1.27,1.27,2.43,2.43,7.87,7.87,3.8,3.8,3.07,3.07,2.27,2.27,0.1,0.1,0.0,0.0
14109,MASSETO01,1995,Tony,Massenburg,TOR,N,24,27.46,10.12,2.17,4.75,6.92,0.75,0.54,0.38,1.46,2.79,8.17,4.17,2.71,1.79,0.0,0.0,2,54,27.0,54.260000000000005,27.130000000000003,19.99,9.995,4.67,2.335,8.45,4.225,13.120000000000001,6.5600000000000005,1.15,0.575,1.04,0.52,0.75,0.375,2.73,1.365,5.220000000000001,2.6100000000000003,16.04,8.02,7.97,3.985,5.779999999999999,2.8899999999999997,4.0600000000000005,2.0300000000000002,0.1,0.05,0.0,0.0
14108,MASSETO01,1995,Tony,Massenburg,TOT,N,54,27.09,9.98,2.35,4.17,6.52,0.56,0.52,0.37,1.35,2.59,8.0,3.96,2.91,2.06,0.06,0.0,3,108,36.0,81.35,27.116666666666664,29.97,9.99,7.02,2.34,12.620000000000001,4.206666666666667,19.64,6.546666666666667,1.71,0.57,1.56,0.52,1.12,0.37333333333333335,4.08,1.36,7.8100000000000005,2.6033333333333335,24.04,8.013333333333334,11.93,3.9766666666666666,8.69,2.8966666666666665,6.12,2.04,0.16,0.05333333333333334,0.0,0.0
14107,MASONAN01,1995,Anthony,Mason,NYK,N,82,42.16,14.59,2.68,6.63,9.32,4.43,0.84,0.41,2.57,3.0,9.73,5.48,5.05,3.63,0.0,0.0,1,82,82.0,42.16,42.16,14.59,14.59,2.68,2.68,6.63,6.63,9.32,9.32,4.43,4.43,0.84,0.84,0.41,0.41,2.57,2.57,3.0,3.0,9.73,9.73,5.48,5.48,5.05,5.05,3.63,3.63,0.0,0.0,0.0,0.0
14121,MEYERLO01,1995,Loren,Meyer,DAL,N,72,17.58,5.04,1.58,2.85,4.43,0.79,0.28,0.44,0.93,3.11,4.58,2.01,1.42,0.97,0.15,0.04,1,72,72.0,17.58,17.58,5.04,5.04,1.58,1.58,2.85,2.85,4.43,4.43,0.79,0.79,0.28,0.28,0.44,0.44,0.93,0.93,3.11,3.11,4.58,4.58,2.01,2.01,1.42,1.42,0.97,0.97,0.15,0.15,0.04,0.04
14106,MASHBJA01,1995,Jamal,Mashburn,DAL,N,18,37.17,23.44,2.06,3.33,5.39,2.78,0.78,0.17,3.06,2.17,21.28,8.06,7.39,5.39,5.67,1.94,1,18,18.0,37.17,37.17,23.44,23.44,2.06,2.06,3.33,3.33,5.39,5.39,2.78,2.78,0.78,0.78,0.17,0.17,3.06,3.06,2.17,2.17,21.28,21.28,8.06,8.06,7.39,7.39,5.39,5.39,5.67,5.67,1.94,1.94
14104,MARTIDA01,1995,Darrick,Martin,VAN,N,24,16.75,6.71,0.54,1.04,1.58,2.54,1.12,0.04,1.54,1.96,5.46,2.46,1.92,1.58,0.92,0.21,1,24,24.0,16.75,16.75,6.71,6.71,0.54,0.54,1.04,1.04,1.58,1.58,2.54,2.54,1.12,1.12,0.04,0.04,1.54,1.54,1.96,1.96,5.46,5.46,2.46,2.46,1.92,1.92,1.58,1.58,0.92,0.92,0.21,0.21
14103,MARTIDA01,1995,Darrick,Martin,TOT,N,59,19.47,7.03,0.27,1.12,1.39,3.68,0.9,0.05,1.81,2.08,6.14,2.49,2.03,1.71,1.17,0.34,2,83,41.5,36.22,18.11,13.74,6.87,0.81,0.405,2.16,1.08,2.9699999999999998,1.4849999999999999,6.220000000000001,3.1100000000000003,2.02,1.01,0.09,0.045,3.35,1.675,4.04,2.02,11.6,5.8,4.95,2.475,3.9499999999999997,1.9749999999999999,3.29,1.645,2.09,1.045,0.55,0.275
14102,MARTICU01,1995,Cuonzo,Martin,VAN,N,4,4.75,2.25,0.25,0.25,0.5,0.5,0.25,0.0,0.25,0.25,1.25,0.75,0.5,0.0,0.75,0.75,1,4,4.0,4.75,4.75,2.25,2.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.25,1.25,1.25,0.75,0.75,0.5,0.5,0.0,0.0,0.75,0.75,0.75,0.75
14101,MARSHDO02,1995,Donny,Marshall,CLE,N,34,6.12,2.26,0.26,0.5,0.76,0.21,0.24,0.06,0.21,0.76,2.0,0.71,1.03,0.65,0.88,0.21,1,34,34.0,6.12,6.12,2.26,2.26,0.26,0.26,0.5,0.5,0.76,0.76,0.21,0.21,0.24,0.24,0.06,0.06,0.21,0.21,0.76,0.76,2.0,2.0,0.71,0.71,1.03,1.03,0.65,0.65,0.88,0.88,0.21,0.21
14100,MARSHDO01,1995,Donyell,Marshall,GSW,N,62,15.06,5.52,1.05,2.39,3.44,0.79,0.35,0.5,0.77,1.34,5.06,2.02,1.34,1.03,1.52,0.45,1,62,62.0,15.06,15.06,5.52,5.52,1.05,1.05,2.39,2.39,3.44,3.44,0.79,0.79,0.35,0.35,0.5,0.5,0.77,0.77,1.34,1.34,5.06,5.06,2.02,2.02,1.34,1.34,1.03,1.03,1.52,1.52,0.45,0.45
14099,MARCISA01,1995,Sarunas,Marciulionis,SAC,N,53,19.6,10.77,0.38,1.08,1.45,2.23,0.98,0.08,1.81,2.11,7.34,3.32,3.77,2.92,2.96,1.21,1,53,53.0,19.6,19.6,10.77,10.77,0.38,0.38,1.08,1.08,1.45,1.45,2.23,2.23,0.98,0.98,0.08,0.08,1.81,1.81,2.11,2.11,7.34,7.34,3.32,3.32,3.77,3.77,2.92,2.92,2.96,2.96,1.21,1.21
14098,MANNIRI01,1995,Rich,Manning,VAN,N,29,10.72,3.69,0.55,1.34,1.9,0.24,0.1,0.21,0.59,1.28,3.9,1.69,0.48,0.31,0.03,0.0,1,29,29.0,10.72,10.72,3.69,3.69,0.55,0.55,1.34,1.34,1.9,1.9,0.24,0.24,0.1,0.1,0.21,0.21,0.59,0.59,1.28,1.28,3.9,3.9,1.69,1.69,0.48,0.48,0.31,0.31,0.03,0.03,0.0,0.0
14097,MANNIDA01,1995,Danny,Manning,PHO,N,33,24.73,13.36,0.91,3.42,4.33,1.97,1.15,0.73,2.33,3.67,11.76,5.39,3.3,2.48,0.42,0.09,1,33,33.0,24.73,24.73,13.36,13.36,0.91,0.91,3.42,3.42,4.33,4.33,1.97,1.97,1.15,1.15,0.73,0.73,2.33,2.33,3.67,3.67,11.76,11.76,5.39,5.39,3.3,3.3,2.48,2.48,0.42,0.42,0.09,0.09
14096,MALONKA01,1995,Karl,Malone,UTA,N,82,37.96,25.68,2.13,7.67,9.8,4.21,1.68,0.68,2.43,2.99,18.54,9.62,8.63,6.24,0.49,0.2,1,82,82.0,37.96,37.96,25.68,25.68,2.13,2.13,7.67,7.67,9.8,9.8,4.21,4.21,1.68,1.68,0.68,0.68,2.43,2.43,2.99,2.99,18.54,18.54,9.62,9.62,8.63,8.63,6.24,6.24,0.49,0.49,0.2,0.2
14095,MALONJE01,1995,Jeff,Malone,PHI,N,25,16.28,6.2,0.32,0.96,1.28,0.76,0.52,0.0,0.76,0.76,6.4,2.52,1.04,0.96,0.64,0.2,1,25,25.0,16.28,16.28,6.2,6.2,0.32,0.32,0.96,0.96,1.28,1.28,0.76,0.76,0.52,0.52,0.0,0.0,0.76,0.76,0.76,0.76,6.4,6.4,2.52,2.52,1.04,1.04,0.96,0.96,0.64,0.64,0.2,0.2
14094,MALONJE01,1995,Jeff,Malone,TOT,N,32,15.94,5.81,0.25,1.0,1.25,0.81,0.5,0.0,0.69,0.78,6.03,2.38,1.0,0.91,0.5,0.16,2,57,28.5,32.22,16.11,12.01,6.005,0.5700000000000001,0.28500000000000003,1.96,0.98,2.5300000000000002,1.2650000000000001,1.57,0.785,1.02,0.51,0.0,0.0,1.45,0.725,1.54,0.77,12.43,6.215,4.9,2.45,2.04,1.02,1.87,0.935,1.1400000000000001,0.5700000000000001,0.36,0.18
14093,MALONJE01,1995,Jeff,Malone,MIA,N,7,14.71,4.43,0.0,1.14,1.14,1.0,0.43,0.0,0.43,0.86,4.71,1.86,0.86,0.71,0.0,0.0,3,64,21.333333333333332,46.93,15.643333333333333,16.439999999999998,5.4799999999999995,0.5700000000000001,0.19000000000000003,3.0999999999999996,1.0333333333333332,3.67,1.2233333333333334,2.5700000000000003,0.8566666666666668,1.45,0.48333333333333334,0.0,0.0,1.88,0.6266666666666666,2.4,0.7999999999999999,17.14,5.713333333333334,6.76,2.2533333333333334,2.9,0.9666666666666667,2.58,0.86,1.1400000000000001,0.38000000000000006,0.36,0.12
14092,MAJERDA01,1995,Dan,Majerle,CLE,N,82,28.87,10.63,0.85,2.87,3.72,2.61,0.99,0.41,1.13,1.6,9.12,3.7,2.06,1.46,5.05,1.78,1,82,82.0,28.87,28.87,10.63,10.63,0.85,0.85,2.87,2.87,3.72,3.72,2.61,2.61,0.99,0.99,0.41,0.41,1.13,1.13,1.6,1.6,9.12,9.12,3.7,3.7,2.06,2.06,1.46,1.46,5.05,5.05,1.78,1.78
14091,MAHORRI01,1995,Rick,Mahorn,NJN,N,50,9.0,2.4,0.62,1.58,2.2,0.32,0.28,0.26,0.6,1.44,2.44,0.86,0.94,0.68,0.02,0.0,1,50,50.0,9.0,9.0,2.4,2.4,0.62,0.62,1.58,1.58,2.2,2.2,0.32,0.32,0.28,0.28,0.26,0.26,0.6,0.6,1.44,1.44,2.44,2.44,0.86,0.86,0.94,0.94,0.68,0.68,0.02,0.02,0.0,0.0
14105,MARTIDA01,1995,Darrick,Martin,MIN,N,35,21.34,7.26,0.09,1.17,1.26,4.46,0.74,0.06,2.0,2.17,6.6,2.51,2.11,1.8,1.34,0.43,3,118,39.333333333333336,57.56,19.186666666666667,21.0,7.0,0.9,0.3,3.33,1.11,4.23,1.4100000000000001,10.68,3.56,2.7600000000000002,0.92,0.15,0.049999999999999996,5.35,1.7833333333333332,6.21,2.07,18.2,6.066666666666666,7.46,2.486666666666667,6.06,2.02,5.09,1.6966666666666665,3.4299999999999997,1.1433333333333333,0.98,0.32666666666666666
14156,OBANED01,1995,Ed,O'bannon,NJN,N,64,19.58,6.23,1.02,1.61,2.62,0.98,0.69,0.17,0.97,1.48,6.25,2.44,1.69,1.2,0.88,0.16,1,64,64.0,19.58,19.58,6.23,6.23,1.02,1.02,1.61,1.61,2.62,2.62,0.98,0.98,0.69,0.69,0.17,0.17,0.97,0.97,1.48,1.48,6.25,6.25,2.44,2.44,1.69,1.69,1.2,1.2,0.88,0.88,0.16,0.16
14122,MILLEAN01,1995,Anthony,Miller,LAL,N,27,4.56,1.33,0.41,0.52,0.93,0.15,0.15,0.04,0.3,0.7,1.3,0.56,0.37,0.22,0.07,0.0,1,27,27.0,4.56,4.56,1.33,1.33,0.41,0.41,0.52,0.52,0.93,0.93,0.15,0.15,0.15,0.15,0.04,0.04,0.3,0.3,0.7,0.7,1.3,1.3,0.56,0.56,0.37,0.37,0.22,0.22,0.07,0.07,0.0,0.0
14124,MILLERE01,1995,Reggie,Miller,IND,N,76,34.49,21.13,0.5,2.32,2.82,3.33,1.01,0.17,2.49,2.3,14.03,6.63,6.55,5.66,5.39,2.21,1,76,76.0,34.49,34.49,21.13,21.13,0.5,0.5,2.32,2.32,2.82,2.82,3.33,3.33,1.01,1.01,0.17,0.17,2.49,2.49,2.3,2.3,14.03,14.03,6.63,6.63,6.55,6.55,5.66,5.66,5.39,5.39,2.21,2.21
14154,NORMAKE01,1995,Ken,Norman,ATL,N,34,22.65,8.94,1.18,2.71,3.88,1.85,0.44,0.47,1.35,2.0,8.03,3.74,1.41,0.5,2.47,0.97,1,34,34.0,22.65,22.65,8.94,8.94,1.18,1.18,2.71,2.71,3.88,3.88,1.85,1.85,0.44,0.44,0.47,0.47,1.35,1.35,2.0,2.0,8.03,8.03,3.74,3.74,1.41,1.41,0.5,0.5,2.47,2.47,0.97,0.97
14153,NEWMAJO01,1995,Johnny,Newman,MIL,N,82,32.8,10.84,0.8,1.63,2.44,1.88,1.1,0.18,1.32,3.13,7.91,3.91,2.83,2.27,1.98,0.74,1,82,82.0,32.8,32.8,10.84,10.84,0.8,0.8,1.63,1.63,2.44,2.44,1.88,1.88,1.1,1.1,0.18,0.18,1.32,1.32,3.13,3.13,7.91,7.91,3.91,3.91,2.83,2.83,2.27,2.27,1.98,1.98,0.74,0.74
14152,NATHAHO01,1995,Howard,Nathan,ATL,N,5,3.0,2.6,0.0,0.0,0.0,0.4,0.6,0.0,1.6,0.4,1.8,1.0,0.8,0.6,0.2,0.0,1,5,5.0,3.0,3.0,2.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.6,0.0,0.0,1.6,1.6,0.4,0.4,1.8,1.8,1.0,1.0,0.8,0.8,0.6,0.6,0.2,0.2,0.0,0.0
14151,MYERSPE01,1995,Pete,Myers,MIA,N,39,16.38,4.72,0.54,1.33,1.87,2.49,0.36,0.28,1.44,1.92,4.1,1.59,1.95,1.26,1.08,0.28,1,39,39.0,16.38,16.38,4.72,4.72,0.54,0.54,1.33,1.33,1.87,1.87,2.49,2.49,0.36,0.36,0.28,0.28,1.44,1.44,1.92,1.92,4.1,4.1,1.59,1.59,1.95,1.95,1.26,1.26,1.08,1.08,0.28,0.28
